1641126072084742912 1.621744654 0.025744793 0.117642780 0.009199384 -0.021075470 -0.216899662 0.975923016
1641126072284999680 1.659283420 0.058376551 0.120212280 0.008706648 -0.018398600 -0.231598199 0.972598561
1641126072685018624 1.640157123 0.071649633 0.111932956 0.005072801 -0.014396603 -0.254783219 0.966877715
1641126072884523520 1.646501078 0.081380772 0.116254242 0.003007055 -0.015108635 -0.271478198 0.962321295
1641126073085082880 1.644319584 0.073991466 0.114908501 0.002442482 -0.011847211 -0.287314875 0.957759803
1641126073284539648 1.634290214 0.066659576 0.111384076 0.001660965 -0.009172970 -0.304618090 0.952428956
1641126073484891904 1.609095938 0.059626571 0.115608474 0.001384610 -0.004447516 -0.321834333 0.946784540
1641126073684606720 1.596791686 0.071320745 0.116286584 -0.000209754 -0.001469773 -0.338177446 0.941081192
1641126073884537600 1.587466538 0.082412969 0.111144906 -0.001017202 -0.001312397 -0.354499181 0.935054851
1641126074084466176 1.580821335 0.089439361 0.109823183 -0.000087781 -0.000274610 -0.370631986 0.928779763
1641126074285080320 1.570733987 0.093076184 0.109110545 -0.000345808 0.000321107 -0.389036216 0.921222340
1641126074486943232 1.562192962 0.099059760 0.109789324 -0.000591227 0.000896559 -0.406681386 0.913569426
1641126074685956352 1.553030775 0.110033160 0.109270833 -0.000318756 0.000713660 -0.423357681 0.905962286
1641126074882641408 1.538613355 0.119874894 0.108416003 -0.000856789 0.001290187 -0.441703423 0.897159789
1641126075084607488 1.524501378 0.129974774 0.110782088 -0.000662950 0.003037276 -0.458603840 0.888635388
1641126075284407808 1.511095353 0.143174527 0.114802919 -0.001354155 0.003274091 -0.475979820 0.879449065
1641126075484973568 1.501614678 0.162718161 0.112652860 -0.001033158 0.002861095 -0.492874780 0.870094936
1641126075685409024 1.487633909 0.177635123 0.113453129 -0.000672452 0.002531999 -0.509559842 0.860431231
1641126075885032960 1.471916452 0.187032622 0.116004767 -0.000915439 0.002526068 -0.526458253 0.850196736
1641126076084427520 1.462984081 0.205039589 0.116664720 -0.001152965 0.002897637 -0.542834699 0.839833772
1641126076284684032 1.458527912 0.227866634 0.118818468 -0.001736639 0.003416651 -0.559805218 0.828615368
1641126076484476928 1.460207157 0.243855385 0.120873995 -0.002289474 0.003699241 -0.574882350 0.818224515
1641126076684315648 1.465345124 0.243093710 0.121070236 -0.002081573 0.003682138 -0.593605836 0.804744817
1641126076884566528 1.475043225 0.231133918 0.123140099 -0.002679162 0.003911986 -0.615930134 0.787786512
1641126077084676864 1.492554897 0.219487478 0.119850234 -0.002218263 0.003601192 -0.643780103 0.765198856
1641126077284442624 1.506936446 0.208889618 0.115914737 -0.002502033 0.002213924 -0.673047088 0.739592087
1641126077484152320 1.518535769 0.181714367 0.113684086 -0.003010540 0.001655611 -0.699670574 0.714457335
1641126077687792640 1.540277977 0.133481217 0.116630381 -0.004001805 0.001423208 -0.724687840 0.689064216
1641126077885360640 1.555743647 0.081733756 0.114790573 -0.004001823 0.001489173 -0.747663668 0.664063857
1641126078085509888 1.571659298 0.014831517 0.111972279 -0.004015445 0.001406789 -0.768983645 0.639254293
1641126078284988928 1.598037876 -0.054954015 0.107607449 -0.003529737 0.000912819 -0.782941084 0.622085176
1641126078484297216 1.615027744 -0.138375770 0.101280633 -0.002962862 0.001031299 -0.792720346 0.609577403
1641126078684516352 1.596100050 -0.271484267 0.095618018 -0.002396636 0.000479896 -0.802617642 0.596488848
1641126079084802816 1.541124538 -0.488201493 0.093349653 -0.003628543 -0.002014473 -0.810362913 0.585913581
1641126079484858112 1.486247345 -0.702264806 0.098680944 -0.003313543 -0.003429434 -0.816389136 0.577482500
